band,time_s,avg_density,avg_blp,avg_corr,smoothing_sec,corr_window_sec,window_length_sec,sampling_rate,corr_threshold
alpha,38.0,0.7329174946791392,7.998698492883705e-06,0.1623873694545016,1,5,0.25,1024,0.82
alpha,39.0,0.8856252891862715,7.81646122050006e-06,0.1900187269347016,1,5,0.25,1024,0.82
alpha,40.0,0.48159462957692956,7.567122338514309e-06,0.0678106692475863,1,5,0.25,1024,0.82
alpha,41.0,0.5804242507676923,7.5661764640244655e-06,0.1031770144540958,1,5,0.25,1024,0.82
alpha,42.0,0.7864589055260506,7.818073754606303e-06,0.2166687294503864,1,5,0.25,1024,0.82
alpha,43.0,0.8545076698006592,7.971517334226519e-06,0.2232657476303538,1,5,0.25,1024,0.82
alpha,44.0,0.4749668849578841,7.934456334623974e-06,0.3382660355978175,1,5,0.25,1024,0.82
alpha,45.0,0.11674332326659598,7.69778671383392e-06,0.5418816716999024,1,5,0.25,1024,0.82
alpha,46.0,0.31671122124894774,7.323741101572523e-06,0.6200438964480828,1,5,0.25,1024,0.82
alpha,47.0,0.4341026301223191,6.908582236064831e-06,0.4888196794372003,1,5,0.25,1024,0.82
alpha,48.0,0.27327227402848264,6.64402250549756e-06,0.2535886707308635,1,5,0.25,1024,0.82
alpha,49.0,0.9605160552492749,6.730618679284817e-06,0.354000561585549,1,5,0.25,1024,0.82
alpha,50.0,0.7462048854167062,7.020231805654476e-06,0.4084506498925314,1,5,0.25,1024,0.82
alpha,51.0,0.8205042001434049,7.241674666147446e-06,0.2156153346514423,1,5,0.25,1024,0.82
alpha,52.0,0.46985582021596495,7.594265298394021e-06,0.2251084328936068,1,5,0.25,1024,0.82
alpha,53.0,0.5554980163367876,8.32872865430545e-06,0.5575475144426034,1,5,0.25,1024,0.82
alpha,54.0,0.929876767424786,9.248834430763964e-06,0.8201674554103411,1,5,0.25,1024,0.82
alpha,55.0,0.6795662469044141,1.0313366146874614e-05,0.9148123731023086,1,5,0.25,1024,0.82
alpha,56.0,0.8737865707251119,1.1368771993147677e-05,0.8532494476557384,1,5,0.25,1024,0.82
alpha,57.0,0.8241438690851196,1.1762454960262405e-05,0.563944522087503,1,5,0.25,1024,0.82
alpha,58.0,0.3614429638592447,1.1174673090863507e-05,0.7285685786211086,1,5,0.25,1024,0.82
alpha,59.0,0.7344785755758619,1.0013520295615308e-05,0.9067005866514406,1,5,0.25,1024,0.82
alpha,60.0,0.98067378581537,8.651346433907747e-06,0.9301063760312852,1,5,0.25,1024,0.82
