band,time_s,avg_density,avg_blp,avg_corr,smoothing_sec,corr_window_sec,window_length_sec,sampling_rate,corr_threshold
beta,159.65625,0.0,9.72034740698291e-06,0.21441546074187126,3,5,0.25,1024,0.82
beta,160.65625,0.0,9.949637387762778e-06,0.528952835702581,3,5,0.25,1024,0.82
beta,161.65625,0.0,1.0358011422795244e-05,0.8762509822566874,3,5,0.25,1024,0.82
beta,162.65625,0.0,1.0934581041510683e-05,0.9777942869734149,3,5,0.25,1024,0.82
beta,163.65625,0.0,1.1621819794527255e-05,0.990423555412041,3,5,0.25,1024,0.82
beta,164.65625,0.0,1.2321173926466145e-05,0.9888122104893116,3,5,0.25,1024,0.82
beta,165.65625,0.0,1.2910360055684578e-05,0.9628067320067107,3,5,0.25,1024,0.82
beta,166.65625,0.0,1.3268986549519468e-05,0.7424035318275182,3,5,0.25,1024,0.82
beta,167.65625,0.0,1.3307358130987268e-05,0.5246475942057433,3,5,0.25,1024,0.82
beta,168.65625,0.0,1.29920399558614e-05,0.7250508347812167,3,5,0.25,1024,0.82
beta,169.65625,0.0,1.2361348126432858e-05,0.8685143730517354,3,5,0.25,1024,0.82
beta,170.65625,0.0,1.1525345144036692e-05,0.9738802660357136,3,5,0.25,1024,0.82
beta,171.65625,0.0,1.0647454473655671e-05,0.9950850009177925,3,5,0.25,1024,0.82
