band,time_s,avg_density,avg_blp,avg_corr,smoothing_sec,corr_window_sec,window_length_sec,sampling_rate,corr_threshold
gamma,21.0,0.0,4.840519522986142e-06,0.5450009630488203,3,5,0.25,1024,0.82
gamma,22.0,0.0,4.769404313265113e-06,0.6764655762179735,3,5,0.25,1024,0.82
gamma,23.0,0.0,4.675840500567574e-06,0.9106636463843322,3,5,0.25,1024,0.82
gamma,24.0,0.0,4.576207629725104e-06,0.9678931083206661,3,5,0.25,1024,0.82
gamma,25.0,0.0,4.487333626457257e-06,0.9679168205219342,3,5,0.25,1024,0.82
gamma,26.0,0.0,4.422736765263835e-06,0.8746899524188562,3,5,0.25,1024,0.82
gamma,27.0,0.0,4.390870344650466e-06,0.45889770417353665,3,5,0.25,1024,0.82
gamma,28.0,0.0,4.394928055262426e-06,0.4132137780335319,3,5,0.25,1024,0.82
gamma,29.0,0.0,4.433017693372676e-06,0.5002264234413439,3,5,0.25,1024,0.82
gamma,30.0,0.0,4.498012913245475e-06,0.6285250081252515,3,5,0.25,1024,0.82
gamma,31.0,0.0,4.577585059450939e-06,0.6490244313434597,3,5,0.25,1024,0.82
gamma,32.0,0.0,4.655596512748161e-06,0.6582098926434001,3,5,0.25,1024,0.82
gamma,33.0,0.0,4.715549493994331e-06,0.5999546588294892,3,5,0.25,1024,0.82
gamma,34.0,0.0,4.745242222270463e-06,0.47428019538752,3,5,0.25,1024,0.82
gamma,35.0,0.0,4.740551048598718e-06,0.5627934867817387,3,5,0.25,1024,0.82
gamma,36.0,0.0,4.70636132376967e-06,0.6575298868079297,3,5,0.25,1024,0.82
gamma,37.0,0.0,4.654083568311762e-06,0.7044259706724092,3,5,0.25,1024,0.82
gamma,38.0,0.0,4.596978669724194e-06,0.5451967714364493,3,5,0.25,1024,0.82
gamma,39.0,0.0,4.545551746559795e-06,0.2967867512011246,3,5,0.25,1024,0.82
gamma,40.0,0.0,4.5050001062918454e-06,0.14335134302086885,3,5,0.25,1024,0.82
gamma,41.0,0.0,4.475298737816047e-06,0.08010373231207212,3,5,0.25,1024,0.82
gamma,42.0,0.0,4.4532071115099825e-06,0.08862461849918409,3,5,0.25,1024,0.82
gamma,43.0,0.0,4.434716174728237e-06,0.10781730134218658,3,5,0.25,1024,0.82
gamma,44.0,0.0,4.417025593284052e-06,0.14055029090132318,3,5,0.25,1024,0.82
gamma,45.0,0.0,4.399498266138835e-06,0.10088464974655,3,5,0.25,1024,0.82
gamma,46.0,0.0,4.3836748773173895e-06,0.11378388226758429,3,5,0.25,1024,0.82
gamma,47.0,0.0,4.372617695480585e-06,0.11346133939453323,3,5,0.25,1024,0.82
gamma,48.0,0.0,4.369841008156072e-06,0.1458565546885593,3,5,0.25,1024,0.82
gamma,49.0,0.0,4.3779714360425714e-06,0.33505290060927867,3,5,0.25,1024,0.82
gamma,50.0,0.0,4.3976456254313234e-06,0.6002111650966324,3,5,0.25,1024,0.82
gamma,51.0,0.0,4.427073690749239e-06,0.78738066719939,3,5,0.25,1024,0.82
gamma,52.0,0.0,4.46237299911445e-06,0.5872907032240982,3,5,0.25,1024,0.82
gamma,53.0,0.0,4.498476755543379e-06,0.3180938141544759,3,5,0.25,1024,0.82
gamma,54.0,0.0,4.530108526523691e-06,0.1755506573753143,3,5,0.25,1024,0.82
gamma,55.0,0.0,4.552462087303866e-06,0.08892803489255019,3,5,0.25,1024,0.82
gamma,56.0,0.0,4.561572040984174e-06,0.10557780192871324,3,5,0.25,1024,0.82
gamma,57.0,0.0,4.554723545879824e-06,0.22119598782015537,3,5,0.25,1024,0.82
gamma,58.0,0.0,4.531077138381079e-06,0.5047137099009946,3,5,0.25,1024,0.82
gamma,59.0,0.0,4.492335847317008e-06,0.8424551917420565,3,5,0.25,1024,0.82
gamma,60.0,0.0,4.44285888079321e-06,0.8823043838636329,3,5,0.25,1024,0.82
gamma,61.0,0.0,4.388822617329424e-06,0.601983361056443,3,5,0.25,1024,0.82
gamma,62.0,0.0,4.3365203055145685e-06,0.3560159072064318,3,5,0.25,1024,0.82
gamma,63.0,0.0,4.290581273380667e-06,0.23887644608020397,3,5,0.25,1024,0.82
gamma,64.0,0.0,4.25298048867262e-06,0.16396783992611785,3,5,0.25,1024,0.82
gamma,65.0,0.0,4.223295945848804e-06,0.14044425680835784,3,5,0.25,1024,0.82
gamma,66.0,0.0,4.200146122457227e-06,0.07768243115888775,3,5,0.25,1024,0.82
gamma,67.0,0.0,4.182914835837437e-06,0.01310250329152436,3,5,0.25,1024,0.82
gamma,68.0,0.0,4.172855369688477e-06,0.03512077789123155,3,5,0.25,1024,0.82
gamma,69.0,0.0,4.173179604549659e-06,0.15721107697961373,3,5,0.25,1024,0.82
gamma,70.0,0.0,4.188055754639208e-06,0.4561738626582456,3,5,0.25,1024,0.82
gamma,71.0,0.0,4.2208025661238935e-06,0.8652242053708641,3,5,0.25,1024,0.82
gamma,72.0,0.0,4.271968464308884e-06,0.968053425374482,3,5,0.25,1024,0.82
gamma,73.0,0.0,4.337942755228141e-06,0.976695571171429,3,5,0.25,1024,0.82
gamma,74.0,0.0,4.410828296386171e-06,0.9690014847004069,3,5,0.25,1024,0.82
gamma,75.0,0.0,4.4801590775023215e-06,0.8831525451462554,3,5,0.25,1024,0.82
gamma,76.0,0.0,4.53616166851134e-06,0.6346609280710391,3,5,0.25,1024,0.82
gamma,77.0,0.0,4.5733545448456425e-06,0.3684783012926619,3,5,0.25,1024,0.82
gamma,78.0,0.0,4.593063749780413e-06,0.10293244200273884,3,5,0.25,1024,0.82
gamma,79.0,0.0,4.6033683247515e-06,0.0029889366753297524,3,5,0.25,1024,0.82
gamma,80.0,0.0,4.616265414369991e-06,0.1511971276642983,3,5,0.25,1024,0.82
gamma,81.0,0.0,4.643173269869294e-06,0.5712054907489168,3,5,0.25,1024,0.82
gamma,82.0,0.0,4.690772584581282e-06,0.9134152137985818,3,5,0.25,1024,0.82
gamma,83.0,0.0,4.758755039802054e-06,0.9651639462976798,3,5,0.25,1024,0.82
gamma,84.0,0.0,4.8402689571958035e-06,0.9463611079210356,3,5,0.25,1024,0.82
gamma,85.0,0.0,4.924553650198504e-06,0.7581949536507429,3,5,0.25,1024,0.82
gamma,86.0,0.0,5.000487817596877e-06,0.5375216145765618,3,5,0.25,1024,0.82
gamma,87.0,0.0,5.059682735009119e-06,0.2722217137543446,3,5,0.25,1024,0.82
gamma,88.0,0.0,5.098318069940433e-06,0.042255621929233426,3,5,0.25,1024,0.82
gamma,89.0,0.0,5.117406999488594e-06,-0.016524169269995583,3,5,0.25,1024,0.82
gamma,90.0,0.0,5.121646154293558e-06,-0.01486617361833386,3,5,0.25,1024,0.82
gamma,91.0,0.0,5.1173492465750314e-06,-0.016728421895183213,3,5,0.25,1024,0.82
gamma,92.0,0.0,5.110260644869413e-06,-0.029975338278439963,3,5,0.25,1024,0.82
gamma,97.65625,0.0,4.153428562858608e-06,0.37049973263379415,3,5,0.25,1024,0.82
gamma,98.65625,0.0,4.219567927066237e-06,0.375716213312815,3,5,0.25,1024,0.82
gamma,99.65625,0.0,4.286864623281872e-06,0.40027613623344355,3,5,0.25,1024,0.82
gamma,100.65625,0.0,4.345755769463722e-06,0.46832188845113015,3,5,0.25,1024,0.82
gamma,101.65625,0.0,4.391110451251734e-06,0.3196414380043816,3,5,0.25,1024,0.82
gamma,102.65625,0.0,4.422913207235979e-06,0.1292569419080188,3,5,0.25,1024,0.82
gamma,103.65625,0.0,4.44529541709926e-06,0.030028770140250884,3,5,0.25,1024,0.82
gamma,104.65625,0.0,4.464523954084143e-06,0.019747151304663098,3,5,0.25,1024,0.82
gamma,105.65625,0.0,4.486802481551422e-06,0.08097274277832513,3,5,0.25,1024,0.82
gamma,106.65625,0.0,4.51666801382089e-06,0.24326570663945996,3,5,0.25,1024,0.82
gamma,107.65625,0.0,4.556151452561608e-06,0.4302874790893611,3,5,0.25,1024,0.82
gamma,108.65625,0.0,4.604735295288265e-06,0.6960946929505017,3,5,0.25,1024,0.82
gamma,109.65625,0.0,4.659720616473351e-06,0.704143157234085,3,5,0.25,1024,0.82
gamma,110.65625,0.0,4.716890089184744e-06,0.5651276646433823,3,5,0.25,1024,0.82
gamma,111.65625,0.0,4.771478415932506e-06,0.5284986052166948,3,5,0.25,1024,0.82
gamma,112.65625,0.0,4.819564310309943e-06,0.4672992043525975,3,5,0.25,1024,0.82
gamma,113.65625,0.0,4.859361069975421e-06,0.3342780402992958,3,5,0.25,1024,0.82
gamma,114.65625,0.0,4.891739081358537e-06,0.16420727574871413,3,5,0.25,1024,0.82
gamma,115.65625,0.0,4.919355433230521e-06,0.09345798573845238,3,5,0.25,1024,0.82
gamma,116.65625,0.0,4.94453252031235e-06,0.057412494606976006,3,5,0.25,1024,0.82
gamma,117.65625,0.0,4.9668051360640675e-06,0.031098795226482467,3,5,0.25,1024,0.82
gamma,118.65625,0.0,4.981570782547351e-06,0.03824835811756839,3,5,0.25,1024,0.82
gamma,119.65625,0.0,4.980744961358141e-06,0.0800078916719123,3,5,0.25,1024,0.82
gamma,120.65625,0.0,4.955352778779343e-06,0.2652969187754733,3,5,0.25,1024,0.82
gamma,121.65625,0.0,4.899009127257159e-06,0.7219114756851301,3,5,0.25,1024,0.82
gamma,122.65625,0.0,4.810800419363659e-06,0.9510234380367301,3,5,0.25,1024,0.82
gamma,123.65625,0.0,4.696539235737873e-06,0.9818621312064908,3,5,0.25,1024,0.82
gamma,124.65625,0.0,4.568132226268062e-06,0.9879072052068688,3,5,0.25,1024,0.82
gamma,125.65625,0.0,4.44147372036241e-06,0.9862244065713617,3,5,0.25,1024,0.82
gamma,126.65625,0.0,4.333535798650701e-06,0.9636263587116983,3,5,0.25,1024,0.82
gamma,127.65625,0.0,4.259417437424418e-06,0.7559800172421606,3,5,0.25,1024,0.82
gamma,128.65625,0.0,4.229838850733358e-06,0.5066085768904329,3,5,0.25,1024,0.82
gamma,129.65625,0.0,4.249158337188419e-06,0.6884496082822421,3,5,0.25,1024,0.82
gamma,130.65625,0.0,4.314555553719401e-06,0.9517738604068647,3,5,0.25,1024,0.82
gamma,131.65625,0.0,4.416401679918636e-06,0.9910068200216828,3,5,0.25,1024,0.82
gamma,132.65625,0.0,4.540160261967685e-06,0.9948543088182145,3,5,0.25,1024,0.82
gamma,133.65625,0.0,4.669590907724341e-06,0.9930844117955381,3,5,0.25,1024,0.82
gamma,134.65625,0.0,4.790665116161108e-06,0.9838786812115825,3,5,0.25,1024,0.82
gamma,135.65625,0.0,4.894370249530766e-06,0.9482727299365584,3,5,0.25,1024,0.82
gamma,136.65625,0.0,4.9772388592828065e-06,0.7903009464127412,3,5,0.25,1024,0.82
gamma,137.65625,0.0,5.03910723637091e-06,0.4569179444287421,3,5,0.25,1024,0.82
gamma,138.65625,0.0,5.0793505579349585e-06,0.21843659109716446,3,5,0.25,1024,0.82
gamma,139.65625,0.0,5.094160769658629e-06,0.19976884301732464,3,5,0.25,1024,0.82
gamma,140.65625,0.0,5.0769713197951205e-06,0.4065093431444027,3,5,0.25,1024,0.82
gamma,141.65625,0.0,5.0222429308632854e-06,0.7592978104321255,3,5,0.25,1024,0.82
gamma,142.65625,0.0,4.930341674480587e-06,0.9581876421861288,3,5,0.25,1024,0.82
gamma,143.65625,0.0,4.810396148968721e-06,0.9855979173702994,3,5,0.25,1024,0.82
gamma,144.65625,0.0,4.6789186853857245e-06,0.9900607816694978,3,5,0.25,1024,0.82
gamma,145.65625,0.0,4.554578936222242e-06,0.9888944212088695,3,5,0.25,1024,0.82
gamma,146.65625,0.0,4.451864697330166e-06,0.9656524340638614,3,5,0.25,1024,0.82
gamma,147.65625,0.0,4.376836386654759e-06,0.8062800280356633,3,5,0.25,1024,0.82
gamma,148.65625,0.0,4.3269756133668125e-06,0.48442899128173394,3,5,0.25,1024,0.82
gamma,149.65625,0.0,4.29447663918836e-06,0.2113597330308454,3,5,0.25,1024,0.82
gamma,150.65625,0.0,4.270915724191582e-06,0.07576103738689778,3,5,0.25,1024,0.82
gamma,151.65625,0.0,4.250699021213222e-06,0.09702582637077906,3,5,0.25,1024,0.82
gamma,152.65625,0.0,4.232382252666866e-06,0.0988987552068956,3,5,0.25,1024,0.82
gamma,153.65625,0.0,4.217967216391116e-06,0.055143166719963804,3,5,0.25,1024,0.82
gamma,154.65625,0.0,4.211323357594665e-06,0.11193453142134598,3,5,0.25,1024,0.82
gamma,155.65625,0.0,4.216934939904604e-06,0.3101781209651573,3,5,0.25,1024,0.82
gamma,156.65625,0.0,4.239341251377482e-06,0.5608165924082703,3,5,0.25,1024,0.82
gamma,157.65625,0.0,4.283049747755285e-06,0.8250275523161938,3,5,0.25,1024,0.82
gamma,158.65625,0.0,4.352512860350544e-06,0.9707155581781839,3,5,0.25,1024,0.82
gamma,159.65625,0.0,4.4520375013235025e-06,0.9886374061677009,3,5,0.25,1024,0.82
gamma,160.65625,0.0,4.585345777741168e-06,0.9941332261328565,3,5,0.25,1024,0.82
gamma,161.65625,0.0,4.754684596264269e-06,0.9965376677666055,3,5,0.25,1024,0.82
gamma,162.65625,0.0,4.958807039656676e-06,0.9959896790812532,3,5,0.25,1024,0.82
gamma,163.65625,0.0,5.189639523450751e-06,0.994923079856067,3,5,0.25,1024,0.82
gamma,164.65625,0.0,5.428700660559116e-06,0.9942438941894837,3,5,0.25,1024,0.82
gamma,165.65625,0.0,5.645473265758483e-06,0.9903713388283645,3,5,0.25,1024,0.82
gamma,166.65625,0.0,5.80026153329527e-06,0.9397810036387926,3,5,0.25,1024,0.82
gamma,167.65625,0.0,5.85313046030933e-06,0.7737558934494382,3,5,0.25,1024,0.82
gamma,168.65625,0.0,5.777142177976202e-06,0.9242829995050063,3,5,0.25,1024,0.82
gamma,169.65625,0.0,5.571499514189782e-06,0.9917566490308853,3,5,0.25,1024,0.82
gamma,170.65625,0.0,5.268680979497731e-06,0.998169967896898,3,5,0.25,1024,0.82
gamma,171.65625,0.0,4.931182502332376e-06,0.9993936958091074,3,5,0.25,1024,0.82
